40.6333245,22.9381142
40.6338108,22.9386487
40.6341087,22.938951
40.6349007,22.9397836
40.6359246,22.9408421
40.6375008,22.9424061
40.6377943,22.9426477
40.6385139,22.9432128
40.6389659,22.9435848
40.6394058,22.9439459
40.6337841,22.9373194
40.6346118,22.9380954
40.6355194,22.9389488
40.636077,22.9394837
40.6364623,22.9398422
40.6371819,22.9405361
40.6381119,22.9414086
40.6383966,22.9416918
40.6395981,22.9369498
40.6394444,22.9426888
40.639852,22.943085
40.6079085,22.9533545
40.6184277,22.9584412
40.6363627,22.9344834
40.6346347,22.9359604
40.6342644,22.9365042
40.6340803,22.9367867
40.6327482,22.9391119
40.6324251,22.9396748
40.6314659,22.9413152
40.6311533,22.9418525
40.6304921,22.9429258
40.6298506,22.9438433
40.6290943,22.9449425
40.6287174,22.9454912
40.6282563,22.9461715
40.6280924,22.9464056
40.6274555,22.9473523
40.6264121,22.9488278
40.6173874,22.9587497
40.6236547,22.95225
40.6232596,22.9522844
40.6229483,22.952175
40.6224819,22.9519431
40.6218981,22.952024
40.6206925,22.9524497
40.6202691,22.952608
40.619522,22.9528883
40.6185921,22.953122
40.617629,22.9530559
40.6166084,22.9528676
40.6110102,22.9518554
40.6084975,22.9514196
40.6145015,22.9631086
40.6143457,22.9541254
40.6370282,22.924153
40.6333448,22.9085111
40.6313614,22.9348161
40.6104629,22.9505314
40.5956038,22.9491071
40.6329942,22.9104763
40.6370153,22.92204
40.6368263,22.9285904
40.5969268,22.9485235
40.6319152,22.9340438
40.6349309,22.9271056
40.6384025,22.9154154
40.6378713,22.9060084
40.6225863,22.950975
40.5940101,22.9482348
40.6352231,22.916883
40.6352175,22.9255263
40.6326968,22.9054747
40.6226443,22.9512202
40.6321912,22.9358121
40.6341494,22.9302884
40.5937264,22.9470511
40.6331583,22.9126687
40.598803,22.9486232
40.6386933,22.9045549
40.5933114,22.9476797
40.6349895,22.9272086
40.6356799,22.9321352
40.6389235,22.9133812
40.6217264,22.951322
40.638253,22.9049745
40.5925794,22.9478142
40.6347355,22.9190976
40.6344619,22.9238955
40.6328971,22.9112593
40.6332466,22.9356202
40.6347941,22.9214751
40.5966335,22.9473733
40.6433644,22.9024463
40.6368784,22.9258181
40.6376992,22.9177313
40.6333059,22.9117877
40.6373344,22.9196883
40.5983084,22.9466695
40.6409221,22.9024033
40.6217841,22.951574
40.6211079,22.9518191
40.5935186,22.946965
40.5929848,22.9481515
40.5928013,22.9480686
40.6303104,22.9549292
40.6402778,22.9358682
40.6239626,22.9529654
40.6233031,22.9530646
40.6221619,22.9534797
40.6214528,22.9537189
40.6181408,22.9545795
40.6177961,22.9546141
40.6172129,22.95466
40.6167937,22.9546027
40.6123623,22.9540479
40.6108018,22.953635
40.6099066,22.9534404
40.6094744,22.9533661
40.6092166,22.9533516
40.6082526,22.9533833
40.603509,22.9503522
40.6070339,22.95115
40.6306964,22.9448927
40.6313954,22.9473746
40.6311441,22.953337
40.6294371,22.9565548
40.6277734,22.9583557
40.6261009,22.9601205
40.6235488,22.962164
40.6275087,22.9635785
40.6211808,22.955791
40.6142111,22.9577925
40.6300218,22.94595
40.6319443,22.942662
40.6425146,22.9395791
40.6351338,22.9546541
40.6343362,22.9563354
40.625759,22.9647405
40.6039279,22.9504477
40.634796,22.9430847
40.6339821,22.944662
40.6325536,22.9468019
40.6323886,22.9471124
40.6304981,22.9465023
40.6293474,22.9533175
40.6304166,22.9513779
40.630769,22.9507183
40.6317018,22.9488967
40.6312843,22.9438381
40.6318493,22.9444474
40.6325798,22.9432798
40.6333052,22.9439923
40.6352575,22.9501686
40.6358907,22.9499738
40.6374479,22.9536063
40.6391615,22.9522026
40.6396441,22.9516361
40.6407263,22.9498169
40.6409796,22.9493062
40.6412514,22.9486161
40.6415637,22.9475975
40.641988,22.9460541
40.6423216,22.9449429
40.6425916,22.9438998
40.6422555,22.9382884
40.6419265,22.9389065
40.6414254,22.9399524
40.641178,22.9404822
40.6408246,22.9411911
40.6387875,22.945148
40.63858,22.9455543
40.6370299,22.9484643
40.636767,22.9489886
40.6352825,22.9518399
40.634646,22.9542005
40.6426976,22.9352758
40.6191909,22.9590977
40.6196951,22.9610116
40.6221218,22.9623752
40.6319104,22.9542312
40.6340893,22.9578308
40.6338344,22.9591825
40.6335013,22.960847
40.633217,22.9616103
40.6329518,22.9622148
40.6318006,22.9647525
40.6315579,22.9653037
40.6314195,22.9657275
40.6435526,22.9632957
40.6437968,22.9643405
40.6424248,22.9422882
40.6421637,22.9427997
40.6413593,22.944423
40.6402785,22.9465651
40.6391698,22.9487447
40.6377141,22.9516075
40.6362192,22.9545054
40.6362227,22.954666
40.6286236,22.9466105
40.6294873,22.9453618
40.6302354,22.9443004
40.6308622,22.943346
40.6315394,22.9422706
40.6318654,22.941745
40.6354705,22.9417272
40.6346169,22.9411139
40.641677,22.9078529
40.6150296,22.9580433
40.6591641,22.9690417
40.6587828,22.9710005
40.6585797,22.9717398
40.6590633,22.9761346
40.6575965,22.9804161
40.6569453,22.9811028
40.6563994,22.9809927
40.6557082,22.9815319
40.6560543,22.9823402
40.6554878,22.9830183
40.6551427,22.9834817
40.6547405,22.9840122
40.6549488,22.9854971
40.6546012,22.9865959
40.6544267,22.988483
40.6544059,22.9899433
40.6538849,22.9910591
40.6538456,22.9920599
40.6536014,22.9924488
40.6528319,22.993292
40.6527303,22.9940316
40.6523109,22.9949228
40.6521882,22.9960401
40.6522207,22.9970615
40.6519428,22.9975305
40.6507239,22.9989099
40.6502182,23.0006173
40.6499463,23.0008367
40.6493797,23.002416
40.6490662,23.0029896
40.6486373,23.0038322
40.6485918,23.0040639
40.6480709,23.0050682
40.6478951,23.0059694
40.646827,23.0080465
40.646534,23.009231
40.6452892,23.0104569
40.6446379,23.0112293
40.6442481,23.0130161
40.6434471,23.0145868
40.6430215,23.015987
40.6422513,23.0172418
40.6411862,23.01698
40.639969,23.0166775
40.639611,23.0160631
40.638341,23.0162691
40.6373575,23.0169643
40.6162792,23.0069783
40.616416,23.0061629
40.616291,23.003925
40.6142033,22.9894755
40.613858,22.9890378
40.6135615,22.9874129
40.6141251,22.9862054
40.6146529,22.9849437
40.6150894,22.9839137
40.6153555,22.9835517
40.6158113,22.9837383
40.6166217,22.983865
40.6173722,22.9814119
40.6172711,22.9803261
40.6180573,22.9805879
40.6191649,22.9804592
40.6197217,22.9804976
40.6201116,22.9799468
40.6206979,22.9794319
40.6214797,22.9792602
40.6221312,22.9791744
40.6225872,22.978831
40.624328,22.9772458
40.6248574,22.9763921
40.6281471,22.9694227
40.6287334,22.968942
40.6296588,22.9685353
40.6304596,22.968942
40.630894,22.9685574
40.6322368,22.9683534
40.6327404,22.9683392
40.6335705,22.9688567
40.6339479,22.9679852
40.6336933,22.9651368
40.6340676,22.9639329
40.6346328,22.962725
40.6358594,22.9624532
40.6360408,22.9625633
40.6362362,22.9616192
40.636615,22.9602045
40.6375599,22.9610208
40.6380153,22.9632515
40.637929,22.963469
40.638113,22.963672
40.6393133,22.9641627
40.6402571,22.9628658
40.6409071,22.9641613
40.6414097,22.9650387
40.6418384,22.9652084
40.6421806,22.9661313
40.6427342,22.9672041
40.6432322,22.9671396
40.6444109,22.9667533
40.6460716,22.9658178
40.6466202,22.9653698
40.6474342,22.9652153
40.6481295,22.9653543
40.6482222,22.9653011
40.6487406,22.9641941
40.6493682,22.9631639
40.6497524,22.9632669
40.6499779,22.9619625
40.6502383,22.9611042
40.6508244,22.9607609
40.6515091,22.9605135
40.6522645,22.9608482
40.6527888,22.9612232
40.6536343,22.9612182
40.6548381,22.9617134
40.6553786,22.9617391
40.6567249,22.9636463
40.659051,22.9675413
40.6193969,22.9605168
40.6182894,22.9618043
40.6213012,22.9637321
40.6344187,22.9565858
40.6347211,22.9585112
40.6338563,22.9534288
40.6340677,22.9530126
40.6348656,22.9514696
40.6350399,22.9511377
40.6349793,22.9502625
40.6336216,22.9522796
40.6394184,22.9416241
40.6402165,22.9423695
40.639787,22.9382513
40.6392884,22.9391778
40.6388585,22.9399658
40.638465,22.9407337
40.6402436,22.9400972
40.6360993,22.9476321
40.6402313,22.9522347
40.6401389,22.9528553
40.6401587,22.9530706
40.6402222,22.9533425
40.6403392,22.9534501
40.6403162,22.9537811
40.6402356,22.9544421
40.6402058,22.9548106
40.6402679,22.955536
40.6403511,22.9563406
40.6404047,22.9567384
40.6402906,22.9570883
40.6400702,22.9578777
40.63988,22.9586651
40.6398906,22.9587897
40.6431767,22.9632483
40.6429241,22.9631345
40.6427173,22.9629691
40.6424637,22.9621346
40.6423117,22.9615819
40.6421849,22.9609382
40.6421112,22.9606994
40.6420105,22.9605152
40.6415355,22.9596052
40.6413881,22.9597134
40.6412762,22.9589264
40.6413938,22.9585069
40.6415832,22.9578194
40.6417115,22.9574341
40.6419003,22.956931
40.6420694,22.9564268
40.6421712,22.9559497
40.6421966,22.9557484
40.6422116,22.9555437
40.6422143,22.955303
40.6422497,22.9549518
40.6422937,22.9547275
40.6423849,22.9543478
40.6424395,22.9541895
40.6429014,22.9533574
40.6430882,22.9529906
40.6432519,22.9526419
40.6434391,22.9524053
40.6436064,22.952291
40.6438326,22.9522484
40.6399623,22.9589223
40.6399681,22.9589263
40.6400884,22.9589262
40.6401471,22.9589078
40.6402196,22.9587482
40.6402947,22.9585737
40.6403762,22.9583967
40.6404826,22.9581505
40.6406319,22.9578304
40.6408808,22.9573739
40.6417155,22.9558112
40.6418546,22.9555735
40.6419389,22.9555424
40.6428791,22.9558562
40.6425973,22.9571608
40.6424276,22.9576125
40.6423039,22.9580589
40.6421997,22.9584451
40.6421263,22.9590559
40.6421671,22.9590717
40.6422908,22.959106
40.642356,22.9591489
40.6424406,22.9592347
40.6426816,22.9593892
40.6429586,22.9595347
40.6430824,22.9596146
40.6431175,22.9598108
40.6431049,22.9601789
40.6431115,22.9604865
40.6431575,22.9605474
40.643818,22.9424511
40.6435549,22.927966
40.6352639,22.9350706
40.6401606,22.9358876
40.6375584,22.9408842
40.6369422,22.9419004
40.6323462,22.9508352
40.6310592,22.9532748
40.6299706,22.9553673
40.6294675,22.9562608
40.6277854,22.9581382
40.6273026,22.9586808
40.6270882,22.9591097
40.6231397,22.9622617
40.6228676,22.962316
40.6171874,22.9638784
40.6174849,22.9644543
40.6180665,22.9656282
40.617775,22.9624106
40.6156951,22.9647871
40.6265449,22.9595625
40.6235684,22.9620292
40.6213475,22.9623133
40.6174993,22.9626839
40.6143497,22.9625701
40.6147238,22.9621812
40.6149017,22.954223
40.6145649,22.9579079
40.6145034,22.9589261
40.6141368,22.9577702
40.6139698,22.9577187
40.6138527,22.9540281
40.6113637,22.9537879
40.6123317,22.952113
40.6121369,22.9540083
40.6145347,22.9524965
